ticker,name,price,marketcap,volume,volumeavg,priceopen,low,high,close,change,changepct,closeyest,date,high52,low52,beta,shares,pe,eps,sector,industry,description,exchange,ceo,country,ipodate,isEtf,isFund,isActive,web_url,image,currency,employees,city,state,phone,address,dividend_yield,fetched_at
AMGN,Amgen Inc.,326.58,176353198080,849456,2643758,336.23,326.2801,336.23,326.58,-9.650000000000034,-2.8701,336.23,2026-05-15,391.29,267.73,0.435,540000000,22.74234,14.36,Healthcare,Drug Manufacturers - General,"Amgen Inc. discovers, develops, manufactures, and delivers human therapeutics worldwide. The company's principal products include Enbrel for the treatment of rheumatoid arthritis, plaque psoriasis, and psoriatic arthritis; Otezla for the treatment of adult patients with plaque psoriasis, psoriatic arthritis, and oral ulcers associated with Behçet's disease; Prolia to treat postmenopausal women with osteoporosis; XGEVA for skeletal-related events prevention; Repatha, which reduces the risks of myocardial infarction, stroke, and coronary revascularization; Nplate for the treatment of patients with immune thrombocytopenia; KYPROLIS to treat patients with relapsed or refractory multiple myeloma; Aranesp to treat a lower-than-normal number of red blood cells and anemia; EVENITY for the treatment of osteoporosis in postmenopausal for women; Vectibix to treat patients with wild-type RAS metastatic colorectal cancer; BLINCYTO for the treatment of patients with acute lymphoblastic leukemia; TEP",NMS,Mr. Robert A. Bradway,United States,,FALSE,FALSE,TRUE,https://www.amgen.com,,USD,31500,Thousand Oaks,CA,805 447 1000,One Amgen Center Drive,3.0,2026-05-15T16:53:49
CVS,CVS Health Corporation,96.43,123037671424,3395095,8058998,97.5,96.34,97.8659,96.43,-0.7199999999999989,-0.7411,97.15,2026-05-15,98.43,58.5,0.592,1275927307,42.29386,2.28,Healthcare,Healthcare Plans,"CVS Health Corporation provides health solutions in the United States. The company operates through Health Care Benefits, Health Services, and Pharmacy & Consumer Wellness segments. The Health Care Benefits segment offers traditional, voluntary, and consumer-directed health insurance products and related services, including medical, pharmacy, dental and behavioral health plans, medical management capabilities, Medicare Advantage and Medicare Supplement plans, PDPS and Medicaid health care management services. It serves employer groups, individuals, college students, part-time and hourly workers, health plans, health care providers, governmental units, government-sponsored plans, labor groups, and expatriates. The Health Services segment offers pharmacy benefit management solutions, including plan design and administration, formulary management, retail pharmacy network management, specialty and mail order pharmacy, clinical, disease management, medical spend management services, pharmac",NYQ,Mr. J. David Joyner CEBS,United States,,FALSE,FALSE,TRUE,https://www.cvshealth.com,,USD,219000,Woonsocket,RI,401 765 1500,One CVS Drive,2.74,2026-05-15T16:53:49
NEE,"NextEra Energy, Inc.",93.575,195135815680,3853715,9329125,94.66,93.41,95.075,93.575,-2.105000000000004,-2.2,95.68,2026-05-15,98.75,63.88,0.721,2085341456,23.749998,3.94,Utilities,Utilities - Regulated Electric,"NextEra Energy, Inc., through its subsidiaries, generates, stores, transmits, distributes, and sells electric power to retail and wholesale customers in North America. It operates through Florida Power & Light Company (FPL) and NEER segments. The company generates electricity from wind, solar, nuclear, natural gas, and other clean energy assets. It also invests in generation, storage, transmission, and distribution facilities; owns, develops, constructs, manages, and operates generation facilities, including renewables, nuclear and natural gas, and battery storage facilities in the wholesale energy market in the United States and Canada, as well as electric and gas transmission assets, and natural gas pipelines; provides full energy and capacity requirement services; markets and trades in energy-related commodities; and participates in the production of natural gas, natural gas liquids, and oil. As of December 31, 2025, the company had approximately 35,963 megawatts of net generating c",NYQ,Mr. John W. Ketchum J.D.,United States,,FALSE,FALSE,TRUE,https://www.nexteraenergy.com,,USD,17400,Juno Beach,FL,561 694 4000,700 Universe Boulevard,2.61,2026-05-15T16:53:49
SO,The Southern Company,93.04,104884101120,2584829,5569548,93.59,92.74,93.92,93.04,-0.6400000000000006,-0.6832,93.68,2026-05-15,100.84,83.8,0.357,1127301098,23.795397,3.91,Utilities,Utilities - Regulated Electric,"The Southern Company, through its subsidiaries, engages in the sale of electricity. The company offers electric service to retail customers and wholesale customers; and energy-related products and services to natural gas choice markets. It also develops, constructs, acquires, owns, operates, and manages power generation assets, as well as battery energy storage projects; sells electricity at market-based rates in the wholesale market; and deploys microgrids for commercial, industrial, governmental, and utility customers. In addition, the company is involved in the distribution of natural gas in Illinois, Georgia, Virginia, and Tennessee; distributes energy and resilience solutions; and invests in telecommunications. The Southern Company was incorporated in 1945 and is headquartered in Atlanta, Georgia.",NYQ,Mr. Christopher C. Womack,United States,,FALSE,FALSE,TRUE,https://www.southerncompany.com,,USD,29502,Atlanta,GA,404 506 5000,"30 Ivan Allen Jr. Boulevard, NW",3.25,2026-05-15T16:53:49
DUK,Duke Energy Corporation,121.365,94615691264,1445653,3929183,122.95,121.2,123.205,121.365,-1.8800000000000097,-1.5254,123.245,2026-05-15,134.49,113.39,0.402,779596217,18.671537,6.5,Utilities,Utilities - Regulated Electric,"Duke Energy Corporation, through its subsidiaries, operates as an energy company in the United States. The company operates through two segments: Electric Utilities and Infrastructure (EU&I); and Gas Utilities and Infrastructure (GU&I). The EU&I segment generates, transmits, distributes, and sells electricity to customers in the Southeast and Midwest regions. It generates electricity through coal, hydroelectric, natural gas, oil, renewables, and nuclear fuel. This segment also engages in the wholesale of electricity to municipalities, electric cooperative utilities, and other load-serving entities. The GU&I segment distributes natural gas to customers in the residential, commercial, industrial, and power generation natural gas sectors; and invests in pipeline transmission projects, renewable natural gas projects, and natural gas storage facilities. The company was formerly known as Duke Energy Holding Corp. and changed its name to Duke Energy Corporation in April 2006. Duke Energy Corp",NYQ,Mr. Harry K. Sideris,United States,,FALSE,FALSE,TRUE,https://www.duke-energy.com/home,,USD,26441,Charlotte,NC,800 488 3853,525 South Tryon Street,3.43,2026-05-15T16:53:49
CEG,Constellation Energy Corporation,269.39,97300996096,1571828,3177608,270.65,267.65,273.195,269.39,-5.8700000000000045,-2.1325,275.26,2026-05-15,412.7,243.3,1.155,361190063,23.404865,11.51,Utilities,Utilities - Independent Power Producers,"Constellation Energy Corporation produces and sells energy products and services in the United States. The company operates through five segments: Mid-Atlantic, Midwest, New York, ERCOT, and Other Power Regions. It offers electricity, natural gas, energy-related products, and sustainable solutions. The company has approximately 31,676 megawatts of generating capacity consisting of nuclear, wind, solar, natural gas, and hydroelectric assets. It serves distribution utilities, municipalities, cooperatives, and commercial, industrial, public sector, and residential customers. The company was incorporated in 2021 and is headquartered in Baltimore, Maryland.",NMS,Mr. Joseph  Dominguez,United States,,FALSE,FALSE,TRUE,https://www.constellationenergy.com,,USD,15291,Baltimore,MD,833 883 0162,1310 Point Street,0.62,2026-05-15T16:53:49
AEP,"American Electric Power Company, Inc.",125.49,68279738368,2644179,3495841,127.87,125.35,128.01,125.49,-3.1099999999999994,-2.4184,128.6,2026-05-15,139.44,100.72,0.552,544105032,18.563608,6.76,Utilities,Utilities - Regulated Electric,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, nuclear, natural gas, renewable, hydro, solar, wind, and other energy sources; owns, operates, maintains, and invests in transmission infrastructure; and engages in the retail supply, and wholesale energy trading and marketing businesses. It operates approximately 252,000 circuit miles of distribution lines; 38,000 circuit miles of transmission lines; and 25,000 MWs of regulated owned generating capacity. American Electric Power Company, Inc. was incorporated in 1906 and is headquartered in Columbus, Ohio.",NMS,Mr. William J. Fehrman,United States,,FALSE,FALSE,TRUE,https://www.aep.com,,USD,17581,Columbus,OH,614 716 1000,1 Riverside Plaza,2.95,2026-05-15T16:53:49
D,"Dominion Energy, Inc.",62.075,54592196608,1758196,4958633,62.86,62.015,63.12,62.075,-0.894999999999996,-1.4213,62.97,2026-05-15,67.57,53.36,0.636,879455403,18.311209,3.39,Utilities,Utilities - Regulated Electric,"Dominion Energy, Inc. provides regulated electricity and natural gas services in the United States. It operates through Dominion Energy Virginia, Dominion Energy South Carolina, and Contracted Energy segments. The Dominion Energy Virginia segment engages in the generation, distribution, and transmission of electricity to approximately 2.8 million residential, commercial, industrial, and governmental customers in Virginia and North Carolina. The Dominion Energy South Carolina segment generates, transmits, and distributes electricity to approximately 0.8 million customers in the central, southern, and southwestern portions of South Carolina; and distributes natural gas to approximately 0.5 million residential, commercial, and industrial customers in South Carolina. The Contracted Energy segment is involved in the nonregulated long-term contracted renewable electric generation fleet and renewable natural gas facilities. As of December 31, 2025, the company's portfolio of assets included a",NYQ,Mr. Robert M. Blue,United States,,FALSE,FALSE,TRUE,https://www.dominionenergy.com,,USD,15200,Richmond,VA,804 819 2284,600 East Canal Street,4.24,2026-05-15T16:53:49
SRE,Sempra,90.77,59335442432,1620594,3462017,91.82,90.6,92.02,90.77,-2.0900000000000034,-2.2507,92.86,2026-05-15,101.04,73.06,0.604,653690046,30.874147,2.94,Utilities,Utilities - Diversified,"Sempra engages in the regulated utilities business in the United States and Mexico. It operates through three segments: Sempra California, Sempra Texas Utilities, and Sempra Infrastructure. It also invests in and operates electric and gas utilities and other energy infrastructure that provides energy services to customers. The Sempra California segment provides natural gas and electric services to Southern California and part of central California. As of December 31, 2025, it offered electric services to approximately 3.6 million population and natural gas services to approximately 3.3 million population that covers 4,100 square miles. This segment owns and operates a natural gas distribution, transmission, and storage system that supplies natural gas. As of December 31, 2025, it served a population of 21.3 million covering an area of 24,000 square miles. The Sempra Texas Utilities segment engages in the regulated electricity transmission and distribution utility business. As of Decemb",NYQ,Mr. Jeffrey Walker Martin,United States,,FALSE,FALSE,TRUE,https://www.sempra.com,,USD,15938,San Diego,CA,619 696 2000,488 8th Avenue,2.83,2026-05-15T16:53:49
PCG,PG&E Corporation,16.335,35973337088,5187154,22006211,16.66,16.29,16.69,16.335,-0.47499999999999787,-2.8257,16.81,2026-05-15,19.16,12.97,0.289,2202224728,12.66279,1.29,Utilities,Utilities - Regulated Electric,"PG&E Corporation, through its subsidiary, Pacific Gas and Electric Company, engages in the sale and delivery of electricity and natural gas to customers in northern and central California, the United States. It generates electricity using nuclear, hydroelectric, fossil fuel-fired, fuel cells, and photovoltaic sources. The company owns and operates interconnected transmission lines; electric transmission substations, distribution lines, switching and distribution substations; and natural gas transmission, storage, and distribution systems consisting of distribution pipelines, backbone and local transmission pipelines, and various storage facilities. It serves residential, commercial, industrial, and agricultural customers, as well as natural gas-fired electric generation facilities. The company was incorporated in 1995 and is based in Oakland, California.",NYQ,Ms. Patricia Kessler Poppe,United States,,FALSE,FALSE,TRUE,https://www.pgecorp.com,,USD,29010,Oakland,CA,415 973 1000,300 Lakeside Drive,1.19,2026-05-15T16:53:49
EXC,Exelon Corporation,43.5899,44601540608,3071662,8601533,44.4,43.535,44.46,43.5899,-0.8100999999999985,-1.8245,44.4,2026-05-15,50.65,42.11,0.416,1023208142,15.966996,2.73,Utilities,Utilities - Regulated Electric,"Exelon Corporation, a utility services holding company, engages in the energy distribution and transmission businesses in the United States. The company is involved in the purchase and regulated retail sale of electricity and natural gas; transmission and distribution of electricity; and distribution of natural gas to retail customers. It serves residential, commercial, industrial, and public authorities and electric railroads customers. Exelon Corporation was incorporated in 1999 and is headquartered in Chicago, Illinois.",NMS,Mr. Calvin G. Butler Jr.,United States,,FALSE,FALSE,TRUE,https://www.exeloncorp.com,,USD,20000,Chicago,IL,800 483 3220,10 South Dearborn Street,3.78,2026-05-15T16:53:49
XEL,Xcel Energy Inc.,78.18,48805396480,1602496,4731474,80.03,78.0,80.03,78.18,-1.8499999999999943,-2.3116,80.03,2026-05-15,84.23,65.21,0.421,624269560,22.53026,3.47,Utilities,Utilities - Regulated Electric,"Xcel Energy Inc., through its subsidiaries, operates as an electric and natural gas delivery company in the United States. It operates through Regulated Electric Utility and Regulated Natural Gas Utility segments. The company generates, purchases, transmits, distributes, and sells electricity through its energy portfolio, including wind, nuclear, hydroelectric, biomass, and solar power from both owned generation facilities and PPAs, as well as its fossil fuel energy portfolio, such as coal and natural gas; sale and resale of wholesale transmission service; and engages in wholesale commodity and trading operations. It also purchases, transports, stores, distributes, and sells natural gas; develops and leases natural gas pipelines and storage facilities; operates interstate natural gas pipeline; and invests in rental housing projects, energy technology companies, and community solar garden nonregulated assets. It serves electric and natural gas customers in portions of Colorado, Michigan",NMS,Mr. Robert C. Frenzel,United States,,FALSE,FALSE,TRUE,https://www.my.xcelenergy.com/s,,USD,11534,Minneapolis,MN,612 330 5500,414 Nicollet Mall,2.96,2026-05-15T16:53:49
ED,"Consolidated Edison, Inc.",106.08,39093628928,822146,2237250,107.4,105.91,107.51,106.08,-1.0499999999999972,-0.9801,107.13,2026-05-15,116.23,94.96,0.288,368529705,17.858585,5.94,Utilities,Utilities - Regulated Electric,"Consolidated Edison, Inc., through its subsidiaries, engages in the regulated electric, gas, and steam delivery businesses in the United States. The company offers electric services to approximately 3.7 million customers in New York City and Westchester County; gas to approximately 1.1 million customers in Manhattan, the Bronx, parts of Queens, and Westchester County; and steam to approximately 1,490 customers in parts of Manhattan. It also supplies electricity to approximately 0.3 million customers in southeastern New York and northern New Jersey; and gas to approximately 0.1 million customers in southeastern New York. In addition, the company operates 552 circuit miles of transmission lines; 16 transmission substations; 63 distribution substations; 89,675 in-service line transformers; 3,764 pole miles of overhead distribution lines; and 2,417 miles of underground distribution lines, as well as 4,374 miles of mains and 379, 939 service lines for natural gas distribution. Further, it i",NYQ,Mr. Timothy P. Cawley,United States,,FALSE,FALSE,TRUE,https://www.conedison.com,,USD,15407,New York,NY,212 460 4600,4 Irving Place,3.24,2026-05-15T16:53:49
PEG,Public Service Enterprise Group Incorporated,76.475,38109130752,875205,2817162,77.2,76.3701,77.3372,76.475,-1.2750000000000057,-1.6399,77.75,2026-05-15,91.26,76.3701,0.55,498321402,16.919247,4.52,Utilities,Utilities - Regulated Electric,"Public Service Enterprise Group Incorporated, through its subsidiaries, operates in electric and gas utility, and nuclear generation businesses in the United States. It operates through PSE&G and PSEG Power segments. The PSE&G segment transmits electricity; distributes electricity and natural gas to residential, commercial, and industrial customers; and appliance services and repairs to customers through its service territory, as well as invests in solar generation projects, and energy efficiency and related programs. The PSEG Power segment engages in nuclear generation businesses; and supplies power and natural gas to nuclear power plants. As of December 31, 2025, it had electric transmission and distribution system of 25,000 circuit miles and 871,000 poles; 58 switching stations with an installed capacity of 40,000 megavolt-amperes (MVA), and 238 substations with an installed capacity of 10,890 MVA; four electric distribution headquarters and five electric sub-headquarters; 18,000 mi",NYQ,Mr. Ralph A. LaRossa,United States,,FALSE,FALSE,TRUE,https://investor.pseg.com,,USD,13189,Newark,NJ,973 430 7000,80 Park Plaza,3.45,2026-05-15T16:53:49
PLD,"Prologis, Inc.",141.285,131725377536,841724,3425183,141.14,140.17,141.501,141.285,-1.375,-0.9638,142.66,2026-05-15,145.44,103.02,1.35,932338000,35.498745,3.98,Real Estate,REIT - Industrial,"Prologis, Inc. is a self-administered and self-managed REIT and is the sole general partner of Prologis, L.P. through which it holds substantially all of its assets. We operate Prologis, Inc. and Prologis, L.P. as one enterprise and, therefore, our discussion and analysis refer to Prologis, Inc. and its consolidated subsidiaries, including Prologis, L.P. We invest in real estate through wholly owned subsidiaries and other entities through which we co-invest with partners and investors (co-investment ventures). We have a significant ownership interest in the co-investment ventures, which are either consolidated or unconsolidated based on our level of control of the entity. Prologis, Inc. began operating as a fully integrated real estate company in 1997 and elected to be taxed as a REIT under the Internal Revenue Code of 1986, as amended (Internal Revenue Code or IRC). We believe the current organization and method of operation enable Prologis, Inc. to maintain its status as a REIT. Prol",NYQ,Mr. Daniel Stephen Letter,United States,,FALSE,FALSE,TRUE,https://www.prologis.com,,USD,2802,San Francisco,CA,415 394 9000,"Pier 1, Bay 1",3.0,2026-05-15T16:53:49
AMT,American Tower Corporation,168.9,78689337344,1471830,3095617,170.18,167.37,170.86,168.9,-1.5999999999999943,-0.9384,170.5,2026-05-15,234.33,165.08,0.9,465893069,27.198067,6.21,Real Estate,REIT - Specialty,"American Tower Corporation is one of the largest global real estate investment trusts. It is a leading independent owner, operator and developer of multitenant communications real estate. The Company's primary business is the leasing of space on communications sites to wireless service providers, radio and television broadcast companies, wireless data providers, government agencies and municipalities and tenants in a few other industries. The Company refers to this business, inclusive of its data center business discussed below, as its property operations. Additionally, the Company offers tower-related services in the United States, which the Company refers to as its services operations. These services include site application, zoning and permitting, structural and mount analyses, and construction management services, together with program management offerings that support customer deployment needs from project scoping through construction. The Company's services operations primarily s",NYQ,Mr. Steven O. Vondran J.D.,United States,,FALSE,FALSE,TRUE,https://www.americantower.com,,USD,4866,Boston,MA,617 375 7500,222 Berkeley Street,4.04,2026-05-15T16:53:49
EQIX,"Equinix, Inc.",1063.98,104934227968,125837,601256,1077.44,1055.2,1077.44,1063.98,-15.700000000000045,-1.4541,1079.68,2026-05-15,1128.68,710.52,0.997,98624248,73.53006,14.47,Real Estate,REIT - Specialty,"Equinix, Inc. shortens the path to boundless connectivity anywhere in the world. Its digital infrastructure, data center footprint and interconnected ecosystems empower innovations that enhance our work, life and planet. Equinix connects economies, countries, organizations and communities, delivering seamless digital experiences and cutting-edge AI quickly, efficiently and everywhere. Equinix, Inc. was established on June 22, 1998 and is based in Redwood City, United States.",NMS,Ms. Adaire Rita Fox-Martin,United States,,FALSE,FALSE,TRUE,https://www.equinix.com,,USD,13716,Redwood City,CA,650 598 6000,One Lagoon Drive,1.82,2026-05-15T16:53:49
WELL,Welltower Inc.,215.21,151919853568,1307126,2985654,218.115,214.8001,218.115,215.21,-2.539999999999992,-1.1665,217.75,2026-05-15,221.68,146.5,0.825,705914450,103.96619,2.07,Real Estate,REIT - Healthcare Facilities,"Welltower Inc. is a S&P 500 company, is positioned at the center of the silver economy, focusing on rental housing for aging seniors across the United States, United Kingdom and Canada. Our portfolio of 2,000+ seniors and wellness housing communities are positioned at the intersection of housing and hospitality, creating vibrant communities for mature renters and older adults. We believe our real estate portfolio is unmatched, located in highly attractive micro markets with stunning built environments. Yet, we are an unusual real estate organization as we view ourselves as an operating company in a real estate wrapper, driven by highly aligned partnerships and an unconventional culture. Through our disciplined approach to capital allocation powered by our Data Science platform and superior operating results driven by the Welltower Business System - our end-to-end operating platform - we aspire to deliver long-term compounding of per share growth for our existing investors, our North St",NYQ,Mr. Shankh S. Mitra,United States,,FALSE,FALSE,TRUE,https://www.welltower.com,,USD,712,Toledo,OH,419 247 2800,4500 Dorr Street,1.36,2026-05-15T16:53:49
SPG,"Simon Property Group, Inc.",201.03,76387303424,420085,1526211,202.28,199.8,202.28,201.03,-1.7700000000000102,-0.8728,202.8,2026-05-15,208.28,155.44,1.363,324281912,13.979833,14.38,Real Estate,REIT - Retail,"Simon Property Group, Inc. is a self-administered and self-managed real estate investment trust (REIT). Simon Property Group, L.P., or the Operating Partnership, is our majority-owned partnership subsidiary that owns all of our real estate properties and other assets. In this package, the terms Simon, we, our, or the Company refer to Simon Property Group, Inc., the Operating Partnership, and its subsidiaries. We own, develop and manage premier shopping, dining, entertainment and mixed-use destinations, which consist primarily of malls, Premium Outlets, The Mills, and International Properties. At December 31, 2024, we owned or had an interest in 229 properties comprising 183 million square feet in North America, Asia and Europe. We also owned an 88% interest in The Taubman Realty Group, or TRG, which owns 22 regional, super-regional, and outlet malls in the U.S. and Asia. Additionally, at December 31, 2024, we had a 22.4% ownership interest in Klepierre, a publicly traded, Paris-based r",NYQ,Mr. Eli M. Simon,United States,,FALSE,FALSE,TRUE,https://www.simon.com,,USD,3100,Indianapolis,IN,317 636 1600,225 West Washington Street,4.34,2026-05-15T16:53:49
O,Realty Income Corporation,61.485,57334304768,2517627,6042643,61.97,61.185,62.06,61.485,-0.4750000000000014,-0.7666,61.96,2026-05-15,67.94,54.64,0.757,932492530,50.39754,1.22,Real Estate,REIT - Retail,"Realty Income Corporation, an S&P 500 company, is real estate partner to the world's leading companies. We serve our clients as a full-service real estate capital provider. As of December 31, 2025, we have a portfolio of over 15,500 properties in all 50 states of the United States (U.S.), the United Kingdom (U.K.), and eight other countries in Europe. We are known as (The Monthly Dividend Company) and have a mission to invest in people and places to deliver dependable monthly dividends that increase over time. Since our listing on the NYSE in 1994, we have had 133 dividend increases and are a member of the S&P 500 Dividend Aristocrats index for having increased our dividend for over 31 consecutive years. The firm was founded and incorporated in 1969 in Maryland and is based in San Diego, United States.",NYQ,Mr. Sumit  Roy,United States,,FALSE,FALSE,TRUE,https://www.realtyincome.com,,USD,544,San Diego,CA,(858) 284-5000,11995 El Camino Real,5.22,2026-05-15T16:53:49
PSA,Public Storage,294.82,51754397696,178832,1163179,300.63,294.59,301.15,294.82,-8.20999999999998,-2.7093,303.03,2026-05-15,313.51,256.54,0.981,175545748,30.488108,9.67,Real Estate,REIT - Industrial,"Public Storage, a member of the S&P 500, is a REIT that primarily acquires, develops, owns, and operates self-storage facilities. At March 31, 2026, we: (i) owned and/or operated 3,546 self-storage facilities located in 40 states with approximately 259 million net rentable square feet in the United States and (ii) owned a 35% common equity interest in Shurgard Self Storage Limited (Euronext Brussels: SHUR), which owned 333 self-storage facilities located in seven Western European countries with approximately 19 million net rentable square feet operated under the Shurgard brand. Public Storage was incorporated in 1972 in Maryland.",NYQ,Mr. H. Thomas Boyle III,United States,,FALSE,FALSE,TRUE,https://www.publicstorage.com,,USD,5770,Frisco,TX,818 244 8080,701 Western Avenue,3.96,2026-05-15T16:53:49
CCI,Crown Castle Inc.,85.53,37329735680,1180978,3197327,87.07,85.47,87.355,85.53,-1.7800000000000011,-2.0387,87.31,2026-05-15,115.76,75.96,0.949,436451983,36.088608,2.37,Real Estate,REIT - Specialty,"Crown Castle Inc. owns, operates and leases approximately 40,000 cell towers and approximately 90,000 route miles of fiber. It primarily supports small cells and fiber solutions across every major U.S. market. This nationwide portfolio of communications infrastructure connects cities and communities to essential data, technology and wireless service  bringing information, ideas and innovations to the people and businesses that need them. Crown Castle Inc. was incorporated in 1994 and is based in Houston, United States.",NYQ,Mr. Christian H. Hillabrant,United States,,FALSE,FALSE,TRUE,https://www.crowncastle.com,,USD,1500,Houston,TX,713 570 3000,8020 Katy Freeway,4.87,2026-05-15T16:53:49
DLR,"Digital Realty Trust, Inc.",188.76,67519275008,931702,2010022,190.88,188.0,190.59,188.76,-4.0800000000000125,-2.1157,192.84,2026-05-15,208.14,146.23,1.08,351406070,50.202126,3.76,Real Estate,REIT - Specialty,"Digital Realty Trust, Inc. owns, acquires, develops, and operates data centers through its operating partnership subsidiary, Digital Realty Trust, L.P. The company is focused on providing data center, colocation, and interconnection solutions for domestic and international customers across a variety of industry verticals ranging from cloud and information technology services, communications and social networking to financial services, manufacturing, energy, healthcare, and consumer products. As of March 31, 2026, the company's 309 data centers, including 89 data centers held as investments in unconsolidated entities, contain applications and operations critical to the day-to-day operations of technology industry and corporate enterprise data center customers. Digital Realty's portfolio is comprised of approximately 3.0 gigawatts of IT capacity, as well as approximately 6.3 gigawatts of buildable IT capacity under active development and held for future development, located throughout No",NYQ,Mr. Andrew P. Power,United States,,FALSE,FALSE,TRUE,https://www.digitalrealty.com,,USD,4282,Austin,TX,737 281 0101,601 West 2nd Street,2.53,2026-05-15T16:53:49
EXR,Extra Space Storage Inc.,137.78,30407208960,289902,1228990,140.75,137.7,141.275,137.78,-4.409999999999997,-3.1015,142.19,2026-05-15,155.19,125.71,1.228,211260936,30.9618,4.45,Real Estate,REIT - Industrial,"Extra Space Storage Inc., headquartered in Salt Lake City, Utah, is a self-administered and self-managed REIT and a member of the S&P 500. As of December 31, 2025, the Company owned and/or operated 4,281 self-storage stores in 43 states and Washington, D.C. Its stores comprise approximately 2.9 million units and approximately 330.4 million square feet of rentable space operating under the Extra Space brand. The Company offers customers a wide selection of conveniently located and secure storage units across the country, including boat storage, RV storage and business storage. It is the largest operator of self-storage properties in the United States. Extra Space Storage Inc. was incorporated in 1977 in Maryland, USA.",NYQ,Mr. Joseph Daniel Margolis J.D.,United States,,FALSE,FALSE,TRUE,https://www.extraspace.com,,USD,8393,Salt Lake City,UT,801 365 4600,2795 East Cottonwood Parkway,4.56,2026-05-15T16:53:49
AVB,"AvalonBay Communities, Inc.",181.95,25311438848,237888,1007601,183.82,181.67,184.64,181.95,-1.5900000000000034,-0.8663,183.54,2026-05-15,209.86,160.1,0.798,139112069,22.518564,8.08,Real Estate,REIT - Residential,"AvalonBay Communities, Inc., a member of the S&P 500, is an equity REIT. The firm develops, redevelops, acquires and manages communities in leading metropolitan areas in New England, the New York/New Jersey Metro area, the Mid-Atlantic, the Pacific Northwest, and Northern and Southern California, as well as in the Company's expansion regions of Raleigh-Durham and Charlotte, North Carolina, Southeast Florida, Dallas and Austin, Texas, and Denver, Colorado. As of December 31, 2025, the Company owned or held a direct or indirect ownership interest in 320 communities containing 98,694 apartment homes in 11 states and the District of Columbia, of which 24 communities were under development. AvalonBay Communities, Inc. was incorporated in 1978 and is based in Arlington, United States.",NYQ,Mr. Benjamin W. Schall,United States,,FALSE,FALSE,TRUE,https://www.avaloncommunities.com,,USD,3011,Arlington,VA,703 329 6300,"4040 Wilson Boulevard, Suite 1000",3.88,2026-05-15T16:53:49
VICI,VICI Properties Inc.,27.855,29993711616,2592214,8657056,27.88,27.6,27.97,27.855,-0.02499999999999858,-0.0897,27.88,2026-05-15,34.01,26.55,0.696,1076780187,9.539383,2.92,Real Estate,REIT - Diversified,"VICI Properties Inc. is an S&P 500 experiential real estate investment trust that owns one of the largest portfolios of market-leading gaming, hospitality, wellness, entertainment and leisure destinations, including Caesars Palace Las Vegas, MGM Grand and the Venetian Resort Las Vegas, three of the most iconic entertainment facilities on the Las Vegas Strip. VICI Properties owns 93 experiential assets across a geographically diverse portfolio consisting of 54 gaming properties and 39 other experiential properties across the United States and Canada. The portfolio is comprised of approximately 127 million square feet and features approximately 60,300 hotel rooms and over 500 restaurants, bars, nightclubs and sportsbooks. Its properties are occupied by industry-leading gaming, leisure and hospitality operators under long-term, triple-net lease agreements. VICI Properties has a growing array of real estate and financing partnerships with leading developers and operators in other experient",NYQ,Mr. Edward Baltazar Pitoniak,United States,,FALSE,FALSE,TRUE,https://www.viciproperties.com,,USD,28,New York,NY,646 949 4631,535 Madison Avenue,6.39,2026-05-15T16:53:49
CSCO,"Cisco Systems, Inc.",116.87,461624016896,18204808,22548303,114.65,114.0,118.335,116.87,1.3400000000000034,1.1599,115.53,2026-05-15,119.36,62.3,0.912,3949893042,38.95667,3.0,Technology,Communication Equipment,"Cisco Systems, Inc. designs, develops, and sells technologies that help to power, secure, and draw insights from the internet in the Americas, Europe, the Middle East, Africa, the Asia Pacific, Japan, and China. The company offers data center switching; network security, identity and access management, and secure access service edge; threat intelligence, detection, and response solutions; interconnects public and private wireline and mobile networks, delivering connectivity to campus, data center, and branch networks; WEBEX suite, collaboration devices, and contact center; communication platform as a service software, including perpetual licenses, subscription arrangements, and hardware solutions; network assurance, monitoring and analytics, and observability suite; issue resolution, software support, and hardware replacement; professional services, such as planning, design, implementation, and high-value consulting; service and support packages, financing, and managed network services",NMS,Mr. Charles H. Robbins,United States,,FALSE,FALSE,TRUE,https://www.cisco.com,,USD,86200,San Jose,CA,(408) 526-4000,170 West Tasman Drive,1.45,2026-05-15T16:53:49
